symbol	ensg
LINC02470	ENSG00000225231
ST13P6	ENSG00000225259
ZNRF2P2	ENSG00000225264
RPL23AP18	ENSG00000225338
SNX18P3	ENSG00000225345
NRSN2-AS1	ENSG00000225377
RBMS1P1	ENSG00000225422
LINC01504	ENSG00000225434
BOLA3-AS1	ENSG00000225439
RPS15AP10	ENSG00000225447
JPX	ENSG00000225470
PLCB1-IT1	ENSG00000225479
NUTM2B-AS1	ENSG00000225484
GBP1P1	ENSG00000225492
MKRN2OS	ENSG00000225526
RPL35P5	ENSG00000225573
NCBP2-AS1	ENSG00000225578
MTOR-AS1	ENSG00000225602
ZNF469	ENSG00000225614
MTND2P28	ENSG00000225630
SBDSP1	ENSG00000225648
MCRIP1	ENSG00000225663
FAM225B	ENSG00000225684
HNRNPA1P35	ENSG00000225695
SLC26A6	ENSG00000225697
FGD5-AS1	ENSG00000225733
NPM1P18	ENSG00000225739
DHRS4L1	ENSG00000225766
PROSER2-AS1	ENSG00000225778
MIAT	ENSG00000225783
TRAM2-AS1	ENSG00000225791
DNAJC19P5	ENSG00000225808
FAM229A	ENSG00000225828
ERCC6	ENSG00000225830
RUSC1-AS1	ENSG00000225855
LINC00694	ENSG00000225873
LINC00115	ENSG00000225880
RIMKLBP2	ENSG00000225920
NOL7	ENSG00000225921
LINC02249	ENSG00000225930
CTAGE4	ENSG00000225932
ODF2-AS1	ENSG00000225951
MTND1P23	ENSG00000225972
PIGBOS1	ENSG00000225973
LINC01534	ENSG00000225975
LAMP5-AS1	ENSG00000225988
CCT8P1	ENSG00000226015
LINC01772	ENSG00000226029
MEMO1P1	ENSG00000226054
PAICSP1	ENSG00000226055
LINC00623	ENSG00000226067
UQCRFS1P1	ENSG00000226085
LINC00937	ENSG00000226091
SEPT7P3	ENSG00000226102
FTCDNL1	ENSG00000226124
BAIAP2-AS1	ENSG00000226137
SLC25A39P1	ENSG00000226148
AP4B1-AS1	ENSG00000226167
TEX22	ENSG00000226174
SGMS1-AS1	ENSG00000226200
NPIPB14P	ENSG00000226232
ZNF32-AS1	ENSG00000226245
GTF2H2B	ENSG00000226259
ARHGAP26-AS1	ENSG00000226272
ARPC3P1	ENSG00000226284
CFLAR-AS1	ENSG00000226312
ZNF192P1	ENSG00000226314
CROCC2	ENSG00000226321
NUP50-AS1	ENSG00000226328
ST7-AS2	ENSG00000226367
TPI1P1	ENSG00000226415
MRPL23-AS1	ENSG00000226416
SLC16A1-AS1	ENSG00000226419
ANKRD18DP	ENSG00000226435
PLCL2-AS1	ENSG00000226441
UPF3AP1	ENSG00000226478
TMEM185B	ENSG00000226479
FTOP1	ENSG00000226491
RPS7P10	ENSG00000226525
FTH1P20	ENSG00000226564
FTLP3	ENSG00000226608
PLCG1-AS1	ENSG00000226648
ENTPD1-AS1	ENSG00000226688
LENG8-AS1	ENSG00000226696
FAM66C	ENSG00000226711
HSBP1L1	ENSG00000226742
PSMD5-AS1	ENSG00000226752
TAS2R46	ENSG00000226761
SRRM5	ENSG00000226763
FAM30A	ENSG00000226777
PGAM4	ENSG00000226784
CACTIN-AS1	ENSG00000226800
SUGT1P1	ENSG00000226823
RPSAP17	ENSG00000226855
CEP164P1	ENSG00000226937
IL9RP3	ENSG00000226942
DANCR	ENSG00000226950
RHEBP2	ENSG00000226964
COX6A1P2	ENSG00000226976
ABHD17AP6	ENSG00000226981
CENPCP1	ENSG00000226982
SLC8A1-AS1	ENSG00000227028
RPS2P36	ENSG00000227032
GTF2IP7	ENSG00000227038
ITGB2-AS1	ENSG00000227039
WDR46	ENSG00000227057
RPL41P1	ENSG00000227063
RPS28P7	ENSG00000227097
HORMAD2-AS1	ENSG00000227117
ZNF717	ENSG00000227124
DDX11L16	ENSG00000227159
TRGC2	ENSG00000227191
MIR663AHG	ENSG00000227195
C6orf47-AS1	ENSG00000227198
ST7-AS1	ENSG00000227199
WASH7P	ENSG00000227232
NBPF13P	ENSG00000227242
HCG4B	ENSG00000227262
KLLN	ENSG00000227268
MTND4P15	ENSG00000227321
HAUS6P1	ENSG00000227344
PARG	ENSG00000227345
HNRNPKP2	ENSG00000227347
RBM26-AS1	ENSG00000227354
TP73-AS1	ENSG00000227372
KIF9-AS1	ENSG00000227398
LINC01806	ENSG00000227403
ZMYM4-AS1	ENSG00000227409
FGF7P6	ENSG00000227449
RPL6P24	ENSG00000227474
SCAMP4	ENSG00000227500
LINC01268	ENSG00000227502
LTB	ENSG00000227507
RPS20P15	ENSG00000227523
SPAG5-AS1	ENSG00000227543
CERS6-AS1	ENSG00000227617
LINC01132	ENSG00000227630
LINC00355	ENSG00000227674
RPL23AP74	ENSG00000227694
DNMBP-AS1	ENSG00000227695
GCOM2	ENSG00000227725
IGHD4-17	ENSG00000227800
SLC9A7P1	ENSG00000227825
DPY19L2P3	ENSG00000227855
PSPC1P1	ENSG00000227879
RPL3P2	ENSG00000227939
LINC01341	ENSG00000227953
TRIM60P18	ENSG00000227986
POLR2J2	ENSG00000228049
TOP3BP1	ENSG00000228050
SEC63P1	ENSG00000228057
LINC01515	ENSG00000228065
MTCO3P29	ENSG00000228069
RPL7P47	ENSG00000228071
HLA-U	ENSG00000228078
MELTF-AS1	ENSG00000228109
IGHD6-6	ENSG00000228131
PTPN2P1	ENSG00000228196
RNF144A-AS1	ENSG00000228203
OFD1P17	ENSG00000228212
PNRC2P1	ENSG00000228217
ATF4P3	ENSG00000228218
HCG11	ENSG00000228223
NACAP1	ENSG00000228224
GAPDHP1	ENSG00000228232
EFCAB14-AS1	ENSG00000228237
COL6A4P2	ENSG00000228252
MT-ATP8	ENSG00000228253
ARMCX3-AS1	ENSG00000228275
ORM2	ENSG00000228278
BMS1P17	ENSG00000228294
C19orf24	ENSG00000228300
GUSBP11	ENSG00000228315
MIR646HG	ENSG00000228340
LINC01004	ENSG00000228393
CCT6P1	ENSG00000228409
TSTD3	ENSG00000228439
SDAD1P1	ENSG00000228451
OST4	ENSG00000228474
LINC01125	ENSG00000228486
RAB11FIP1P1	ENSG00000228492
RPL15P18	ENSG00000228501
EEF1A1P11	ENSG00000228502
CCDC183-AS1	ENSG00000228544
NUTM2E	ENSG00000228570
SPCS2P4	ENSG00000228589
FNDC10	ENSG00000228594
HDAC2-AS2	ENSG00000228624
FCF1P2	ENSG00000228638
SNHG26	ENSG00000228649
PSMD10P1	ENSG00000228663
PROB1	ENSG00000228672
TTC3-AS1	ENSG00000228677
CES1P1	ENSG00000228695
ARL17B	ENSG00000228696
DHFR	ENSG00000228716
SAPCD1	ENSG00000228727
EIF4BP2	ENSG00000228753
WEE2-AS1	ENSG00000228775
MRPL45P2	ENSG00000228782
LINC00954	ENSG00000228784
LINC01128	ENSG00000228794
BACH1-IT2	ENSG00000228817
CT45A5	ENSG00000228836
SEPT7-AS1	ENSG00000228878
EEF1DP1	ENSG00000228887
UBAC2-AS1	ENSG00000228889
RASA4CP	ENSG00000228903
OR7E128P	ENSG00000228915
RPS13P2	ENSG00000228929
SATB1-AS1	ENSG00000228956
OR2A9P	ENSG00000228960
PMS2P7	ENSG00000229018
VDAC1P8	ENSG00000229036
HSPA8P8	ENSG00000229091
CALM2P2	ENSG00000229097
ABHD17AP4	ENSG00000229107
MED4-AS1	ENSG00000229111
RPL41	ENSG00000229117
VIM-AS1	ENSG00000229124
EIF4A1P10	ENSG00000229132
CCDC26	ENSG00000229140
HCG4P8	ENSG00000229142
ANKRD10-IT1	ENSG00000229152
EPHA1-AS1	ENSG00000229153
KCNQ5-AS1	ENSG00000229154
ADAM1A	ENSG00000229186
HNRNPA1P8	ENSG00000229251
RFPL4AL1	ENSG00000229292
TUBB8P1	ENSG00000229298
ORM1	ENSG00000229314
KRT8P12	ENSG00000229320
ACAP2-IT1	ENSG00000229325
MTCO2P12	ENSG00000229344
DPY19L1P1	ENSG00000229358
SZT2-AS1	ENSG00000229372
HLA-DRB6	ENSG00000229391
NPM1P25	ENSG00000229417
RALGAPA1P1	ENSG00000229419
RLIMP1	ENSG00000229456
LYST-AS1	ENSG00000229463
RGS17P1	ENSG00000229473
PATL2	ENSG00000229474
PRDX3P1	ENSG00000229598
RPL21P93	ENSG00000229605
MBNL1-AS1	ENSG00000229619
RPL4P4	ENSG00000229638
NAMPTP1	ENSG00000229644
RPL26P6	ENSG00000229659
MAST4-AS1	ENSG00000229666
LINC01150	ENSG00000229671
ZNF492	ENSG00000229676
ISPD-AS1	ENSG00000229688
SOS1-IT1	ENSG00000229692
EEF1DP3	ENSG00000229715
CXCR2P1	ENSG00000229754
UBE2Q1-AS1	ENSG00000229780
XIST	ENSG00000229807
ZNF688	ENSG00000229809
DDX50P1	ENSG00000229816
PET100	ENSG00000229833
ARSD-AS1	ENSG00000229851
STEAP3-AS1	ENSG00000229867
OGFR-AS1	ENSG00000229873
GK3P	ENSG00000229894
RHEBP1	ENSG00000229927
YWHAZP3	ENSG00000229932
EIF4EP2	ENSG00000229944
B3GALNT1P1	ENSG00000229948
ZRANB2-AS2	ENSG00000229956
HBBP1	ENSG00000229988
MIR181A1HG	ENSG00000229989
RPL5P4	ENSG00000229994
ALMS1-IT1	ENSG00000230002
ANKRD36BP2	ENSG00000230006
POTEB2	ENSG00000230031
TMSB4XP6	ENSG00000230043
BIRC6-AS1	ENSG00000230046
HSPD1P6	ENSG00000230067
CDC42-IT1	ENSG00000230068
LRRC37A15P	ENSG00000230069
RPL4P6	ENSG00000230071
RPL10P6	ENSG00000230076
TRBV5-4	ENSG00000230099
ACBD6	ENSG00000230124
HOXB-AS1	ENSG00000230148
CNOT6LP1	ENSG00000230183
RPL4P5	ENSG00000230207
PHBP9	ENSG00000230224
MIRLET7DHG	ENSG00000230262
HERC2P4	ENSG00000230267
HNRNPA1P59	ENSG00000230280
TOMM20P4	ENSG00000230311
HMGN2P3	ENSG00000230330
GOLGA6L5P	ENSG00000230373
RBBP8P1	ENSG00000230399
TCEA1P2	ENSG00000230409
SERPINB9P1	ENSG00000230438
ANKRD18B	ENSG00000230453
PA2G4P4	ENSG00000230457
ATP5G2P3	ENSG00000230482
PSMG3-AS1	ENSG00000230487
VAV3-AS1	ENSG00000230489
PPP5D1	ENSG00000230510
THAP7-AS1	ENSG00000230513
LIMD1-AS1	ENSG00000230530
AOAH-IT1	ENSG00000230539
LINC00102	ENSG00000230542
FAM133DP	ENSG00000230562
ZNF32-AS2	ENSG00000230565
ACTG1P14	ENSG00000230581
GTF2IRD1P1	ENSG00000230583
PHBP12	ENSG00000230585
FTX	ENSG00000230590
RPS23P8	ENSG00000230629
SETSIP	ENSG00000230667
PABPC1P3	ENSG00000230673
FBXW4P1	ENSG00000230701
LINC01001	ENSG00000230724
RPL10P3	ENSG00000230734
MEIS1-AS2	ENSG00000230749
RHOQP3	ENSG00000230756
ANKRD63	ENSG00000230778
HLA-K	ENSG00000230795
YY2	ENSG00000230797
SRGAP2-AS1	ENSG00000230806
ZNF674-AS1	ENSG00000230844
AGAP10P	ENSG00000230869
MFSD13B	ENSG00000230872
HNRNPA1P68	ENSG00000230946
DSTNP1	ENSG00000230982
HSBP1	ENSG00000230989
RPL7P32	ENSG00000231006
GCNT1P3	ENSG00000231047
HCG18	ENSG00000231074
KLF3-AS1	ENSG00000231160
YBX1P2	ENSG00000231167
LINC00852	ENSG00000231177
ZNF826P	ENSG00000231205
SKP1P1	ENSG00000231234
TBL1XR1-AS1	ENSG00000231310
ACTG1P10	ENSG00000231340
VDAC1P6	ENSG00000231341
HLA-DPA1	ENSG00000231389
WASIR2	ENSG00000231439
IGHV4-31	ENSG00000231475
RPS18	ENSG00000231500
PTMAP4	ENSG00000231503
E2F6P4	ENSG00000231513
FAM225A	ENSG00000231528
LINC00278	ENSG00000231535
RPL7P21	ENSG00000231579
FAHD2CP	ENSG00000231584
SHQ1P1	ENSG00000231588
DLEU2	ENSG00000231607
KRT17P6	ENSG00000231645
DIRC3	ENSG00000231672
PABPC1P1	ENSG00000231707
LINC00899	ENSG00000231711
LINC-PINT	ENSG00000231721
EMBP1	ENSG00000231752
TMEM44-AS1	ENSG00000231770
DOC2GP	ENSG00000231793
IPO9-AS1	ENSG00000231871
PRH1	ENSG00000231887
TRAF3IP2-AS1	ENSG00000231889
DARS-AS1	ENSG00000231890
TAPBP	ENSG00000231925
DPY19L1P2	ENSG00000231952
PPP1R2P3	ENSG00000231989
ANXA2P2	ENSG00000231991
EP300-AS1	ENSG00000231993
LSM12P1	ENSG00000232024
RFX3-AS1	ENSG00000232104
TMA7	ENSG00000232112
MCTS1	ENSG00000232119
DYTN	ENSG00000232125
IMPDH1P10	ENSG00000232133
FERP1	ENSG00000232149
ST13P4	ENSG00000232150
RAP2C-AS1	ENSG00000232160
USP12-AS1	ENSG00000232162
FTH1P7	ENSG00000232187
IGHV3-43	ENSG00000232216
LINC00865	ENSG00000232229
FAM215B	ENSG00000232300
DFFBP1	ENSG00000232303
RPL4P2	ENSG00000232341
RPS3AP25	ENSG00000232385
SMIM26	ENSG00000232388
C9orf172	ENSG00000232434
MHENCR	ENSG00000232442
SLC16A6P1	ENSG00000232457
EEF1B2P3	ENSG00000232472
IGHD4-11	ENSG00000232543
RPL3P4	ENSG00000232573
EEF1A1P3	ENSG00000232587
KANTR	ENSG00000232593
TIMM9P2	ENSG00000232608
HLA-DQB2	ENSG00000232629
PRPS1P2	ENSG00000232630
GOLGA8N	ENSG00000232653
IDI2-AS1	ENSG00000232656
LINC00665	ENSG00000232677
KIZ-AS1	ENSG00000232712
RHOQP2	ENSG00000232742
BMS1P22	ENSG00000232775
SLCO4A1-AS1	ENSG00000232803
TNF	ENSG00000232810
DUX4L50	ENSG00000232815
PET117	ENSG00000232838
RPL34P27	ENSG00000232858
LYRM9	ENSG00000232859
SMG7-AS1	ENSG00000232860
DPYD-AS1	ENSG00000232878
DLGAP4-AS1	ENSG00000232907
LINC00342	ENSG00000232931
RPL23AP87	ENSG00000232938
HCG25	ENSG00000232940
SNHG15	ENSG00000232956
CYP1B1-AS1	ENSG00000232973
MIR3936HG	ENSG00000233006
FAM157B	ENSG00000233013
SNHG7	ENSG00000233016
FAM204BP	ENSG00000233040
EEF1A1P14	ENSG00000233057
LINC00884	ENSG00000233058
RPL23AP25	ENSG00000233084
CCDC144NL-AS1	ENSG00000233098
HOXB-AS3	ENSG00000233101
HNRNPA1P49	ENSG00000233231
NPIPB7	ENSG00000233232
RPL21P134	ENSG00000233254
SNRPEP4	ENSG00000233270
GPX1	ENSG00000233276
RASA4DP	ENSG00000233297
TRGV2	ENSG00000233306
MIPEPP3	ENSG00000233325
USP32P2	ENSG00000233327
PFN1P1	ENSG00000233328
FAM53B-AS1	ENSG00000233334
UBE2FP3	ENSG00000233337
CHRM3-AS2	ENSG00000233355
GTF2IP4	ENSG00000233369
AK4P3	ENSG00000233381
NKAPP1	ENSG00000233382
EIF3FP3	ENSG00000233426
HOTAIRM1	ENSG00000233429
AGGF1P2	ENSG00000233435
BTBD18	ENSG00000233436
PMS2P9	ENSG00000233448
STXBP5-AS1	ENSG00000233452
EEF1A1P6	ENSG00000233476
PHBP5	ENSG00000233523
ZNF529-AS1	ENSG00000233527
LINC00513	ENSG00000233559
KRT8P39	ENSG00000233560
EIF4EP1	ENSG00000233578
DDX11L10	ENSG00000233614
LINC01137	ENSG00000233621
CYP2T1P	ENSG00000233622
RNASEH2B-AS1	ENSG00000233672
ANAPC1P1	ENSG00000233673
GAS6-AS1	ENSG00000233695
MYCNOS	ENSG00000233718
LINC01122	ENSG00000233723
LINC01765	ENSG00000233730
LINC01237	ENSG00000233806
HIST1H2BN	ENSG00000233822
EIF4HP1	ENSG00000233830
EIF3LP2	ENSG00000233837
KCNQ5-IT1	ENSG00000233844
TTTY15	ENSG00000233864
YEATS2-AS1	ENSG00000233885
EZR-AS1	ENSG00000233893
RPL10P9	ENSG00000233913
POTEB	ENSG00000233917
LINC01694	ENSG00000233922
RPS28	ENSG00000233927
UQCRHL	ENSG00000233954
UBE2SP1	ENSG00000233966
GDI2P2	ENSG00000233994
RPL5P34	ENSG00000234009
RPL10P12	ENSG00000234040
RPS15AP11	ENSG00000234093
RPL13AP6	ENSG00000234118
TRIM26	ENSG00000234127
RNASEH1-AS1	ENSG00000234171
HSPA8P1	ENSG00000234176
ETV5-AS1	ENSG00000234197
CDCA4P4	ENSG00000234219
LIX1L-AS1	ENSG00000234222
LANCL1-AS1	ENSG00000234281
ZNF879	ENSG00000234284
H2BFS	ENSG00000234289
ST13P18	ENSG00000234322
BCAS2P2	ENSG00000234332
RPS26P47	ENSG00000234354
TATDN1P1	ENSG00000234369
RNF219-AS1	ENSG00000234377
ZNF37BP	ENSG00000234420
ZNF736	ENSG00000234444
FAM239A	ENSG00000234449
MAGI2-AS3	ENSG00000234456
PINLYP	ENSG00000234465
ACBD3-AS1	ENSG00000234478
SP2-AS1	ENSG00000234494
RPL13AP20	ENSG00000234498
C5orf58	ENSG00000234511
PTGES3P1	ENSG00000234518
CSNK1G2P1	ENSG00000234534
FAM133B	ENSG00000234545
SYNE1-AS1	ENSG00000234577
CCT6P3	ENSG00000234585
MAPKAPK5-AS1	ENSG00000234608
JRK	ENSG00000234616
SNRK-AS1	ENSG00000234617
RPSAP9	ENSG00000234618
LINC01934	ENSG00000234663
HMGN2P5	ENSG00000234664
SDCBP2-AS1	ENSG00000234684
UPF3AP3	ENSG00000234709
NPIPB2	ENSG00000234719
GAS5	ENSG00000234741
HLA-B	ENSG00000234745
E2F6P1	ENSG00000234764
WASH4P	ENSG00000234769
SLC25A25-AS1	ENSG00000234771
TPT1P9	ENSG00000234782
RPS3AP6	ENSG00000234797
XRCC6P2	ENSG00000234825
RPL23AP42	ENSG00000234851
LINC00676	ENSG00000234854
HNRNPUL2-BSCL2	ENSG00000234857
EIF3EP1	ENSG00000234882
MIR155HG	ENSG00000234883
APOC2	ENSG00000234906
SNHG20	ENSG00000234912
ATP5HP4	ENSG00000234925
GTF3C2-AS1	ENSG00000234945
FABP5P7	ENSG00000234964
FTH1P2	ENSG00000234975
EIF4A1P2	ENSG00000235001
SEMA3F-AS1	ENSG00000235016
TECRP1	ENSG00000235043
ZRANB2-AS1	ENSG00000235079
SUMO1P3	ENSG00000235082
LINC00094	ENSG00000235106
ZSCAN31	ENSG00000235109
RPSAP16	ENSG00000235145
C12orf75	ENSG00000235162
SMIM1	ENSG00000235169
HGH1	ENSG00000235173
NUCB1-AS1	ENSG00000235191
PPP1R3E	ENSG00000235194
TSPY26P	ENSG00000235217
SUMO2P1	ENSG00000235238
DANT2	ENSG00000235244
TMEM185AP1	ENSG00000235254
ITGA9-AS1	ENSG00000235257
FAM103A2P	ENSG00000235272
HLA-W	ENSG00000235290
MRPL53P1	ENSG00000235299
LINC00957	ENSG00000235314
DUSP8P5	ENSG00000235316
PVRIG2P	ENSG00000235333
SNRPGP10	ENSG00000235363
RPL36AP15	ENSG00000235369
DNM1P51	ENSG00000235370
SNORA71B	ENSG00000235408
KRT18P63	ENSG00000235413
LINC01278	ENSG00000235437
SMIM27	ENSG00000235453
HAUS6P3	ENSG00000235454
JARID2-AS1	ENSG00000235488
RPS2P7	ENSG00000235508
TAB3-AS2	ENSG00000235512
HIPK1-AS1	ENSG00000235527
MSC-AS1	ENSG00000235531
NFAM1	ENSG00000235568
GAPDHP65	ENSG00000235587
FAM21EP	ENSG00000235618
NUS1P1	ENSG00000235636
LINC00484	ENSG00000235641
H3F3AP4	ENSG00000235655
SAPCD1-AS1	ENSG00000235663
LDHAP2	ENSG00000235674
NPM1P26	ENSG00000235677
LINC00894	ENSG00000235703
DICER1-AS1	ENSG00000235706
GABPAP	ENSG00000235720
HMGN1P36	ENSG00000235734
PHACTR2-AS1	ENSG00000235740
KIAA0040	ENSG00000235750
DPYD-AS2	ENSG00000235777
BHLHE40-AS1	ENSG00000235831
B3GALT4	ENSG00000235863
GSN-AS1	ENSG00000235865
RHOA-IT1	ENSG00000235908
ASH1L-AS1	ENSG00000235919
ZNF815P	ENSG00000235944
EGOT	ENSG00000235947
TTC28-AS1	ENSG00000235954
COX7CP1	ENSG00000235957
UBOX5-AS1	ENSG00000235958
PNMA6A	ENSG00000235961
MORC2-AS1	ENSG00000235989
ASMTL-AS1	ENSG00000236017
MYCBP2-AS1	ENSG00000236051
RPL17P36	ENSG00000236058
COX10-AS1	ENSG00000236088
ZBTB22	ENSG00000236104
TMEM147-AS1	ENSG00000236144
KDM4A-AS1	ENSG00000236200
DIAPH2-AS1	ENSG00000236256
ENO1-IT1	ENSG00000236269
PEBP1P3	ENSG00000236278
ZBED5	ENSG00000236287
GUSBP5	ENSG00000236296
RPL34P34	ENSG00000236312
SLFN14	ENSG00000236320
LINC00854	ENSG00000236383
DDX11L2	ENSG00000236397
VLDLR-AS1	ENSG00000236404
FAM157A	ENSG00000236438
EIF2S2P3	ENSG00000236493
LINC01424	ENSG00000236519
H3F3BP1	ENSG00000236534
RC3H1-IT1	ENSG00000236535
HNRNPA1P54	ENSG00000236539
RNF217-AS1	ENSG00000236548
RPS27AP7	ENSG00000236549
RPL13AP5	ENSG00000236552
HNRNPA3P5	ENSG00000236565
TCF3P1	ENSG00000236567
STARD13-AS	ENSG00000236581
RANP1	ENSG00000236603
ZNF853	ENSG00000236609
PITPNA-AS1	ENSG00000236618
MTX1P1	ENSG00000236675
EIF1AXP1	ENSG00000236698
ARHGEF38	ENSG00000236699
MYB-AS1	ENSG00000236703
MKLN1-AS	ENSG00000236753
DNAJC9-AS1	ENSG00000236756
INTS6-AS1	ENSG00000236778
LINC00299	ENSG00000236790
RPL24P8	ENSG00000236801
ELOA-AS1	ENSG00000236810
BCYRN1	ENSG00000236824
CBR3-AS1	ENSG00000236830
NIFK-AS1	ENSG00000236859
LINC00106	ENSG00000236871
DDX11L5	ENSG00000236875
TMSB4XP1	ENSG00000236876
MIR600HG	ENSG00000236901
BAALC-AS2	ENSG00000236939
ANKRD44-IT1	ENSG00000236977
EDRF1-AS1	ENSG00000236991
RPL12P12	ENSG00000236992
ZNRF2P1	ENSG00000237004
ZEB1-AS1	ENSG00000237036
NDUFA6-AS1	ENSG00000237037
PRMT5-AS1	ENSG00000237054
EHMT2-AS1	ENSG00000237080
DDX10P1	ENSG00000237135
B3GNT9	ENSG00000237172
CDKN2AIPNL	ENSG00000237190
ZBTB40-IT1	ENSG00000237200
BMS1P10	ENSG00000237238
LINC00987	ENSG00000237248
FTH1P11	ENSG00000237264
RSL24D1P8	ENSG00000237273
RLIMP2	ENSG00000237278
SMG1P1	ENSG00000237296
TTN-AS1	ENSG00000237298
CDC42P6	ENSG00000237350
TUSC8	ENSG00000237361
PITRM1-AS1	ENSG00000237399
ZNF737	ENSG00000237440
RGL2	ENSG00000237441
LINC01637	ENSG00000237476
RPS27AP8	ENSG00000237483
LINC01684	ENSG00000237484
RPSAP15	ENSG00000237506
GPAT2P1	ENSG00000237510
NONOP2	ENSG00000237522
HLA-DQA2	ENSG00000237541
RPL9P9	ENSG00000237550
GCSHP3	ENSG00000237580
ANKRD26P3	ENSG00000237636
FRY-AS1	ENSG00000237637
KIFC1	ENSG00000237649
C2orf74	ENSG00000237651
KRR1P1	ENSG00000237672
IRGM	ENSG00000237693
DCTN1-AS1	ENSG00000237737
UQCRBP1	ENSG00000237748
AMY1A	ENSG00000237763
FAM200B	ENSG00000237765
GFOD1-AS1	ENSG00000237786
LINC00211	ENSG00000237803
PHKA2-AS1	ENSG00000237836
FAM21FP	ENSG00000237840
LINC00674	ENSG00000237854
LINC01473	ENSG00000237877
DGUOK-AS1	ENSG00000237883
KLF7-IT1	ENSG00000237892
LINC01238	ENSG00000237940
PRKCQ-AS1	ENSG00000237943
LINC00649	ENSG00000237945
MTCO1P12	ENSG00000237973
PTENP1	ENSG00000237984
RPL35P1	ENSG00000237991
ZEB2-AS1	ENSG00000238057
LRRC37A2	ENSG00000238083
PPP1R26P1	ENSG00000238086
RPL9P7	ENSG00000238103
GOLGA2P5	ENSG00000238105
LINC01410	ENSG00000238113
LINC00426	ENSG00000238121
MAP3K20-AS1	ENSG00000238133
CD81-AS1	ENSG00000238184
PAXBP1-AS1	ENSG00000238197
TMEM250	ENSG00000238227
OR2W3	ENSG00000238243
ALG1L6P	ENSG00000238278
SNORD13E	ENSG00000238311
SNORD11	ENSG00000238317
SNORD97	ENSG00000238622
SCARNA7	ENSG00000238741
SCARNA12	ENSG00000238795
RNU1-13P	ENSG00000238825
SNORD10	ENSG00000238917
SNORD2	ENSG00000238942
SCARNA10	ENSG00000239002
SNORD108	ENSG00000239014
SNORD13	ENSG00000239039
SNORA59A	ENSG00000239149
SNORD5	ENSG00000239195
NCK1-AS1	ENSG00000239213
RPL23AP1	ENSG00000239257
TXNDC5	ENSG00000239264
RPSAP4	ENSG00000239269
CASTOR1	ENSG00000239282
RNF103	ENSG00000239305
RBM14	ENSG00000239306
ALKBH6	ENSG00000239382
ASB14	ENSG00000239388
RN7SL535P	ENSG00000239419
RN7SL752P	ENSG00000239437
MARK2P8	ENSG00000239503
GATS	ENSG00000239521
HOXB-AS2	ENSG00000239552
KMT2E-AS1	ENSG00000239569
STPG4	ENSG00000239605
GUSBP4	ENSG00000239650
PSMD6-AS2	ENSG00000239653
NME1	ENSG00000239672
TNFSF12	ENSG00000239697
CDRT4	ENSG00000239704
APOBEC3G	ENSG00000239713
TLR9	ENSG00000239732
WBP1	ENSG00000239779
MRPS17	ENSG00000239789
RPL21P39	ENSG00000239797
DENND6A-AS1	ENSG00000239801
SUGT1P3	ENSG00000239827
DEFA3	ENSG00000239839
IGKV1-6	ENSG00000239855
GET4	ENSG00000239857
PARGP1	ENSG00000239883
RN7SL674P	ENSG00000239899
ADSL	ENSG00000239900
RPS10P16	ENSG00000239917
IGKV3-20	ENSG00000239951
LILRA4	ENSG00000239961
IGKV1D-33	ENSG00000239975
LILRA2	ENSG00000239998
LINC00888	ENSG00000240024
AMY2B	ENSG00000240038
IGHJ4	ENSG00000240041
LY6G5B	ENSG00000240053
PSMB9	ENSG00000240065
RPSAP12	ENSG00000240087
ERICH6-AS1	ENSG00000240137
PCDHGC3	ENSG00000240184
ZNF542P	ENSG00000240225
COX19	ENSG00000240230
DEFA1B	ENSG00000240247
B4GALT4-AS1	ENSG00000240254
GHRLOS	ENSG00000240288
ACAD11	ENSG00000240303
RN7SL481P	ENSG00000240322
PPIL3	ENSG00000240344
RPL23AP7	ENSG00000240356
RPL13P5	ENSG00000240370
SEC62-AS1	ENSG00000240373
IGKV1-17	ENSG00000240382
RPL5P23	ENSG00000240395
LRRFIP1P1	ENSG00000240429
FOXO3B	ENSG00000240445
SETP14	ENSG00000240489
CDKN2B-AS1	ENSG00000240498
RPL34P18	ENSG00000240509
RPL7AP10	ENSG00000240522
THOC7-AS1	ENSG00000240549
LINC02067	ENSG00000240567
AQP1	ENSG00000240583
RPS6P25	ENSG00000240616
IGKV1-8	ENSG00000240671
ISY1	ENSG00000240682
LRRD1	ENSG00000240720
PCDHGC5	ENSG00000240764
RN7SL288P	ENSG00000240767
TMEM189	ENSG00000240849
RN7SL328P	ENSG00000240853
RDH14	ENSG00000240857
IGKV1-16	ENSG00000240864
RN7SL128P	ENSG00000240869
NDUFB2-AS1	ENSG00000240889
PLCXD2	ENSG00000240891
HIST2H2BB	ENSG00000240929
RPL23AP64	ENSG00000240970
MIF	ENSG00000240972
RPS27AP10	ENSG00000240974
HOXA11-AS	ENSG00000240990
SEPT7P6	ENSG00000241007
TPM3P9	ENSG00000241015
GVQW1	ENSG00000241043
NSUN6	ENSG00000241058
RPL5P1	ENSG00000241061
HLA-DOB	ENSG00000241106
RPL29P14	ENSG00000241112
YAE1D1	ENSG00000241127
LINC00877	ENSG00000241163
CRCP	ENSG00000241258
RPL34P33	ENSG00000241282
IGKV2-24	ENSG00000241294
RPL36A	ENSG00000241343
